Clickable Link,Identifier,Title,DateCreated,ProjectType,Availability,Abstract,FullTextUrl,ProjectCenter_x,Location_x,Creator,Advisors_x,Sponsor,Date,ProjectCenter_y,Location_y,SubjectTerms,Link,Advisors_y,Initials,Notes,LinkToSummary,Goal,Stakeholders,Impact,Headline,Follow-up,Category
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/03E016I.pdf,03E016I,Internet abuse in the workplace.,1/1/2003,IQP,Restricted,"The purpose and focus of this study is to research more effective and viable means of managing the Internet in the workplace so as to prevent acts of employee abuse while keeping in mind the ethical and professional responsibilities of the employer. Using the data gathered from two online surveys along with information presented in the Literature Review, a clear picture of the ways in which the Internet is used, misused and abused in the workplace is developed.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/03E016I.pdf,,"Worcester, Massachusetts","McCaffree, Jared Franklin","Elmes, Michael B.",,1/1/2003,On-Campus,"Worcester, MA",Women employees | Women--Social conditions,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/03E016I.pdf,"Elmes, Michael B.",AN,,https://docs.google.com/document/d/1fgT3StUgH2ys2dGgvUIMobthi7L4xKD9nz3BR12g8Jo/edit?usp=sharing,The purpose and focus of this study is to research more effective means of managing the internet in the workplace to prevent employee abuse while being aware of the ethical and professional responsibilities of the employer,Employees and employers,"Found that there is an obvious need for enhanced management techniques that not only detect and report Internet abuse but aid in preventing it as well
",,,Health
http://www.wpi.edu/Pubs/E-project/Available/E-project-031114-201454/unrestricted/Final_Project_IQPSSP5.pdf,E-project-031114-201454,Marketing Hand-milled Rice in Thailand: Creating a Self-sustainable Future for the Village of Mae Khong Khaa,3/11/2014,IQP,unrestricted,"A group of rural Thai women needed more money from selling the rice they grow to pay for schooling and healthcare. Our goal was to provide the Raks
Thai Foundation with a marketing plan to increase rice sales and a program on marketing to educate the villagers. Using interviews, surveys, and direct observations we identified the rice?s characteristics and target markets. We produced a marketing plan, product logo, brochure, and an educational program. We believe our plan has wider applicability.",http://www.wpi.edu/Pubs/E-project/Available/E-project-031114-201454/unrestricted/Final_Project_IQPSSP5.pdf,"Bangkok, Thailand Project Center - IQP","Bangkok, Thailand","Romero, Gabriela Monserrath| Dickerson, Kellie Yvonne| Batbouta, Lisa Anne| Grimes, Victoria Alecia","Peet, R. Creighton| Pollice, Gary F.",Raks Thai Foundation,3/11/2014,"Bangkok, Thailand","Bangkok, Thailand",Entrepreneurship|Marketing|Marketing research,http://www.wpi.edu/Pubs/E-project/Available/E-project-031114-201454/unrestricted/Final_Project_IQPSSP5.pdf,"Peet, R. Creighton| Pollice, Gary F.",AN,,https://docs.google.com/document/d/1Vp3miIlqcU8qH795-X__vUIVXk27tCVazUeuW9lcnAo/edit?usp=sharing,"The goal of this project was to provide the Raks Thai Foundation with a marketing plan for the Mae Khong Khaa rice, and to begin to educate the Mae Khong Khaa villagers on the importance of marketing so that they can gain a reliable and better income from the sale of their rice",Villagers of Mae Khong Khaa,"Developed a marketing plan, which included a current product profile, information on how to introduce the product to a specific market, and effective marketing mediums including a marketing brochure and logo",,,Business
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01B023I/01B023I.pdf,01B023I,Marketing pre-engineering diversity -- a focus on engineering minorities,1/1/2001,IQP,Restricted,"Enrollment in engineering has been on a continuous decline in recent years. Particularly, ethnic groups that are considered to be a minority in engineering and females, have been showing less of an interest in engineering programs. This research project was done with collaboration form Worcester Polytechnic Institute and the Worcester Public School's Engineering Pipeline Collaborative to make effective recommendations to Doherty High School on how they can increase the enrollment of these underrepresented groups in their pre-engineering program.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01B023I/01B023I.pdf,,,"Pistorino, Michael Joseph| LaBrecque, Ronja Nicole| Dolan, Stacey Leah","Camesano, Terri A.| Doyle, James K.",Doherty Memorial High School,1/1/2001,On-Campus,"Worcester, MA",Women engineers--education | Minorities--education,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4555&context=iqp-all,"Doyle, James K. | Camesano, Terri A.",CS,,https://docs.google.com/document/d/1myOCwhpI5v3aBhD6evx1fN1Z85agrMBOKf0_by7BSNA/edit?usp=sharing,To formulate effective recommendations to Doherty High School on how they can obtain a larger female and minority population in the pre-engineering program offered at their school,"Students at Doherty High School, students at Forest Grove Middle school",College surveys showed that the top two factors influencing females? college choices are parents and teachers,,,Education- STEM
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06D282I.pdf,06D282I,Middle school aspirations study,1/1/2007,IQP,Restricted,"An 8th grade replication study of a citywide 11th grade aspirations survey was done in two Worcester Public middle schools. The gender comparison revealed an 8th grade moment of gender equity in interest in science. Science was the favorite subject of equal numbers of boys and girls and the most popular academic subject overall. Math was somewhat more likely to be a male favorite. In the 11th grade data there is a gender bias in interest in engineering and medicine. Science is also much less popular. The level of awareness of the small schools programs in the Worcester Public High Schools was low. Only 20% of the 8th graders had heard of the ""academy"" programs, so they could hardly know which one was in which high school and apply accordingly.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06D282I.pdf,,"Worcester, Massachusetts","Rizkalla, Nora Lynn","Wilkes, John M.",,7-Jan,On-Campus,"Worcester, MA",Women--Social conditions | Women--education--science,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4452&context=iqp-all,"Wilkes, John M.",CS,,https://docs.google.com/document/d/1fEGhbBIdiunfqMHaHEmQzMwfgB8cQf3n7YFrWXweBW0/edit?usp=sharing,To determine when gender differences take place in career aspirations by administering an aspirations survey to 8th graders,"Worcester public schools, Worcester middle school students",There were no gendered interests in the 8th grade sample,,A follow up study would be interesting to try and determine when gendered interests appear in students,Education
http://www.wpi.edu/Pubs/E-project/Available/E-project-050116-231501/unrestricted/Mitigating_Noxious_Gases.pdf,E-project-050116-231501,Mitigating Noxious Gases Produced by Traditional Cooking Methods,5/1/2016,IQP,unrestricted,"For generations, rural village residents in Himachal Pradesh have used traditional cook stoves, or ?chulhas?, which rely on firewood. Our project aimed to mitigate the gas production caused by this fuel and to alleviate the negative health effects.
We designed an improved cook stove prototype with ventilation.
Local women tested our prototype and provided feedback on the design, usability, and efficiency. Finally, we made a pamphlet of recommendations for the communities to mitigate the smoke and toxic gases within their homes.",http://www.wpi.edu/Pubs/E-project/Available/E-project-050116-231501/unrestricted/Mitigating_Noxious_Gases.pdf,"Mandi, India Project Center - IQP","Mandi, India","Baker, Andrew Robert| Zhang, Edan Mandy| Codding, Kimberly Marie","McCauley, Stephen M.| Shockey, Ingrid K.",IIT-Mandi,5/1/2016,"Mandi, India","Mandi, India",Air--Pollution|Public health|Community development,http://www.wpi.edu/Pubs/E-project/Available/E-project-050116-231501/unrestricted/Mitigating_Noxious_Gases.pdf,"McCauley, Stephen M.| Shockey, Ingrid K.",AN,This project specifically affects women because of the cooking they do using the stoves; report is visually pleasing,https://docs.google.com/document/d/187K-7IQxCo18qJwzOZg4QFQDDmoHSgEeCMz_yojC78Q/edit?usp=sharing,To mitigate the gas production caused by this fuel and to alleviate the negative health effects,Rural village residents in Himachal Pradesh,Traditional stoves cause exposure to noxious gases- new prototype developed should prevent this. Women were impacted because they do most of the cooking,,,Health
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/07E030I.pdf,07E030I,North High School -- Science and Technology Club.,1/1/2007,IQP,Restricted,"This project is a continuation of a pilot project started last year to create a Future Scientist and Engineers Club at North High School. Our goal was to encourage students to take an interest in science and technology and consider this as a career option. It fell to us to start the actual club as the prior team focused on planning and getting the necessary permissions as well as recruiting an advisor on the HS faculty. The Club idea was inspired by the results of an aspirations survey of  Worcester high school juniors -- especially when they are compared to data collected from 8th graders in the same city. Both gender imbalance and the decline of the number of students interested in technical subjects and careers by 11th grade were of concern. It is of particular concern to the sponsor (Advisory Committee on the Status of Women) to support female students with technical interests since women are underrepresented in the technical fields. The North High Club project took place in a high school with a special program devoted to health careers. A similar program devoted to engineering careers was in another high school in another part of the city. The project was declared a success by the student participants, who responded to a survey, and the high school faculty advisors. We also consider it a success, but more for the potential it revealed and the  promising start made than what was actually achieved this year. The need for technically oriented sophomores to get some kind of help as they plan their junior year's schedules and consider the possibility of college, especially a technical college, is pressing. The impact that a simple one day field trip to WPI had, just to look around and ask questions, was astounding. A Club like this could become a major in-school resource for students who want to try on the idea of a technical career for size, without making any serious commitment. It also countered prevailing stereotypes about engineers fairly well and disproportionately attracted attention from females. Role models our age seem to have considerable credibility with this age group and our  encouragement and willingness to answer questions, some of which were very basic, seemed to matter a great deal.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/07E030I.pdf,,"Worcester, Massachusetts","Ngo, Alan| Souza, Timothy J","Wilkes, John M.",North High School,1/1/2007,On-Campus,"Worcester, MA",Science--Study and teaching|Engineering--Study and teaching|Mathematics--Study and teaching,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/07E030I.pdf,"Wilkes, John M.",AN,,https://docs.google.com/document/d/1QYxXtV7rqLKgkbd4IwHdsdB6ruDtmyXMdRXMLXmggLk/edit?usp=sharing,To encourage students to take an interest in science and technology and consider this as a career option,"Students, esp. female students pursuing STEM","Had a diverse club in terms of race, gender, and career interests",,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-101808-001337/unrestricted/IQP_Pagano_Swahn_Final.pdf,E-project-101808-001337,North High School: Gender Equity Study,10/18/2008,IQP,unrestricted,"In the current study, we examined the attitudes students had towards science and investigated whether we could improve attitudes toward science by exposing students to engaging activities towards different areas of science.  To do so, we recreated a 14-week after school science club at a local urban high school.  Prior to participating, we surveyed students on their thoughts of science and engineering. Then, we ran the science club one day a week for 14 weeks.  Each week, we completed a project pertaining to a different area of science and engineering (e.g., building a bridge out of popsicle sticks discussing physics and civil engineering). After the completion of the 14-week period, we surveyed students again.",http://www.wpi.edu/Pubs/E-project/Available/E-project-101808-001337/unrestricted/IQP_Pagano_Swahn_Final.pdf,,"Worcester, Massachusetts","Pagano, Ryan Mackey| Swahn, Samantha K.","Connors, Robert E.| Skorinko, Jeanine",,8-Oct,On-Campus,"Worcester, MA",Science--Study and teaching | Women--education--science,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1606&context=iqp-all,"Skorinko, Jeanine L. | Connors, Robert",CS,,https://docs.google.com/document/d/1_kXrd2I4shZ3U-R8B7CBVlmMBP-6HlFpWgcbLuISanM/edit?usp=sharing,To explore whether exposing students to different areas of science would influence their attitudes towards the different areas of science,North High School students,"Students initially preferred biology over chemistry and physics, but after 14 weeks of going to the club, they liked all subjects equally. No gender differences found in preferences towards science, and ttitudes towards physical science improved equally
",,,Education
http://www.wpi.edu/Pubs/E-project/Available/E-project-121218-181752/unrestricted/Report.pdf,E-project-121218-181752,"Permaculture Design Plan for Mar¡a Amor Foundation, Cuenca Ecuador",12/12/2018,IQP,unrestricted,"The Mar¡a Amor Foundation, a women?s shelter for domestic abuse victims, sits on a largely unused plot of land. The goal of our project was to design an integrated land-use plan to provide food for internal use as well as to sell. Onsite we interviewed employees of the foundation and visited local farms to learn about the needs of the foundation and local agriculture practices. Our final design included functional, sustainable features which allows the shelter to serve as a safe space for women to recover and reconnect with nature. We left the property with suggestions on how to evolve to be completely self-sustaining.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121218-181752/unrestricted/Report.pdf,"Cuenca, Ecuador Project Center - IQP",Cuenca,"Boggess, Alexander M| Morrison, Andrew Ronald| Avila, Jon Carlo| Butts, Sarah Emily","Selkow, Stanley M.",Maria Amor Foundation,12/12/2018,"Cuenca, Ecuador","Cuenca, Ecuador",City planning|Agriculture|Sustainable development,http://www.wpi.edu/Pubs/E-project/Available/E-project-121218-181752/unrestricted/Report.pdf,"Selkow, Stanley M.",AN,The Mar¡a Amor foundation is a women's shelter for domestic abuse victims. Additional media located at: https://web.wpi.edu/Pubs/E-project/Available/E-project-121218-181752/unrestricted/Master_Plan.pdf and https://web.wpi.edu/Pubs/E-project/Available/E-project-121218-181752/unrestricted/Deliverable.pdf,https://docs.google.com/document/d/1gabfstD-_FPBJrYg8cG71XhpdtJb9yf_XPiZD4fOsPA/edit?usp=sharing,To design an integrated land-use plan to provide food for internal use as well as to sell,Women and their children who are victims of domestic abuse,"Developed a landscape design that includes values of permaculture to create the most practical land use plan for the Mar¡a Amor foundation; also takes into account existing landscape features and buildings to layout an achievable, sustainable and functional farm","Permaculture for DV victims in Cuenca, Ecuador",,Health- DV
http://www.wpi.edu/Pubs/E-project/Available/E-project-050216-071211/unrestricted/Banksia-D16-Final-Report.pdf,E-project-050216-071211,Preventing Violence Against Women: Training Resources to Empower the Broadmeadows Community,5/2/2016,IQP,unrestricted,"Violence against women is a pressing issue in the Broadmeadows community. The main social determinants of violence against women are rigid gender roles and stereotypes, unequal gender relations, and violence-supportive attitudes. These determinants predict higher rates of violence against women. Our project goal was to create resources as a community training tool to expand the Good People Act Now project, supported by Banksia Gardens. Community insight, obtained through observing students and interviewing teachers and Banksia staff, was used to develop training materials. Deliverables included a program for year one students on gender equality and respectful relations, and a training program on violence against women and bystander action for secondary students.",http://www.wpi.edu/Pubs/E-project/Available/E-project-050216-071211/unrestricted/Banksia-D16-Final-Report.pdf,"Melbourne, Australia Project Center - IQP","Melbourne, Australia","Jones, Cameron T.| Ruiz, Conrad M| Belval, Megan Shannon| Como, Naumilda","Ault, Holly Keyes| Hanlan, James P.",Banksia Gardens Community Services,5/2/2016,"Melbourne, Australia","Melbourne, Australia",Family violence|Equality--Social aspects,http://www.wpi.edu/Pubs/E-project/Available/E-project-050216-071211/unrestricted/Banksia-D16-Final-Report.pdf,"Ault, Holly K.| Hanlan, James P.",AN,,https://docs.google.com/document/d/1Zj2hC4tuE0K2AKEMKwj_ysgpAbooIulBySgxk86PdTw/edit?usp=sharing,To create and develop training resources to educate and empower the community to prevent violence against women,"Banskia Gardens Community Services, members of the Broadmeadows community",Findings were used to develop Good People Act Now training resources and design the Good Children Act Now program to help stop violence against women,,,Health or education?
http://www.wpi.edu/Pubs/E-project/Available/E-project-030410-043448/unrestricted/Breast_Cancer_Awareness_Group_-_Final_IQP_Report.pdf,E-project-030410-043448,Promoting Awareness and Early Detection of Breast Cancer in Thailand,3/4/2010,IQP,unrestricted,"Breast cancer is the most common type of cancer in Thailand among women. Currently, most patients are diagnosed at advanced stages of the disease, which reduces their chances of survival. The goal of our project was to assist the Bangkok Breast Cancer Support Group and the Queen Sirikit Centre for Breast Cancer develop a brochure, catalogue, and website that provide accurate, accessible, and up-to-date information on breast cancer, as well as to determine strategies for the BBCs and the Centre to further expand the current awareness of breast cancer and breast cancer treatment in Thailand.",http://www.wpi.edu/Pubs/E-project/Available/E-project-030410-043448/unrestricted/Breast_Cancer_Awareness_Group_-_Final_IQP_Report.pdf,"Bangkok, Thailand Project Center - IQP","Bangkok, Thailand","Rankova, Aneliya Z| Nesterenko, Irina A| Tam, Kelly| Nagpal, Sunil","Robertson, Thomas B| Servatius, Brigitte",Queen Sirikit Centre for Breast Cancer,3/4/2010,"Bangkok, Thailand","Bangkok, Thailand","Websites--Design and construction|Education, higher",http://www.wpi.edu/Pubs/E-project/Available/E-project-030410-043448/unrestricted/Breast_Cancer_Awareness_Group_-_Final_IQP_Report.pdf,"Robertson, Thomas B.| Servatius, Brigitte",AN,,https://docs.google.com/document/d/1ASTnUbA2vAFMkyX55TIUNRHeGWqr2OapcnGMSwKgC0w/edit?usp=sharing,"To assist the Bangkok Breast Cancer Support Group and the Queen Sirikit Centre for Breast Cancer develop a brochure, catalogue, and website that provides accurate, accessible, and up-to-date information on breast cancer, as well as to determine strategies for the BBCs and the Centre to further expand the current awareness of breast cancer and breast cancer treatment in Thailand","Bangkok Breast Cancer Support Group, Queen Sirikit Centre for Breast Cancer, breast cancer patients in Thailand","There is a communication gap between Thai medical professionals and the general Thai public about breast cancer and the brochure, catalogue, and website that were developed are potential means for the Queen Sirikit Centre for Breast Cancer and Bangkok Breast Cancer Support Group to mend the communication gap",,,Health- breast cancer
http://www.wpi.edu/Pubs/E-project/Available/E-project-022819-154500/unrestricted/Camp_Reach_IQP_Final_Paper.pdf,E-project-022819-154500,Redesigning and Expanding WPI?s Summer STEM Programs for Middle School Girls,2/28/2019,IQP,unrestricted,"The underrepresentation of females in STEM fields limits innovation. The purpose of this project was to develop resources for the Office of Pre-Collegiate Outreach Programs at Worcester Polytechnic Institute to aid them in their expansion of summer STEM programs, increasing opportunities for middle school girls to get involved as well as increasing female engagement in STEM. We analyzed the effectiveness of previous activities and developed 25 modules as frameworks for designing effective STEM outreach programs for 6th, 7th, and 8th grade girls.",http://www.wpi.edu/Pubs/E-project/Available/E-project-022819-154500/unrestricted/Camp_Reach_IQP_Final_Paper.pdf,,"Worcester, Massachusetts","Liao, Lisa| El Khalkhali, Malak| Lucca, William Beaumont| Brown, YaYa Mao","Demetry, Chrysanthe",The Office of Pre-Collegiate Outreach Programs,19-Feb,On-Campus,WPI,Women engineers--education,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6345&context=iqp-all,"Demetry, Chrysanthe",CS,Visually pleasing report,https://docs.google.com/document/d/1O4L0czp6PFaGQL1NT9gmfScM-Mvr9pQWjhU_C9vlKK0/edit?usp=sharing,"To design STEM activity guidelines for a set of summer programs, which include rising 6th, 7th, and 8th grade girls","Girls in WPI?s summer STEM programs, WPI",Developed 25 modules for use when developing activities for future Camp Reach programs,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-121615-091039/unrestricted/BGCW_Final_Report.pdf,E-project-121615-091039,STEM Program for the Boys & Girls Club of Worcester,12/16/2015,IQP,unrestricted,"In response to a growing national concern about the dearth of STEM (Science, Technology, Engineering, and Math) professionals, the Boys & Girls Club of Worcester, MA have asked us to collaborate in developing an implementable STEM education program. The curriculum, tailored to 10-13 year old youth, aims at fostering interest, understanding, and appreciation of the STEM disciplines. The program provides early exposure and increased appreciation towards the STEM fields through hands-on engagement.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121615-091039/unrestricted/BGCW_Final_Report.pdf,Worcester Community Project Center (Massachusetts) - IQP,"Worcester, Massachusetts","Bittle, Alexandra Leigh| Braith, Lindsay Hanna| Hassan, Lubna Ali| Sullivan, Michael W.","Belz, Melissa| Dehner, Corey","Boys & Girls Club of Worcester| Fowling, Joanne| Aponte, Tomas",15-Dec,Worcester Community Project Center,"Worcester, MA",Science--Study and teaching | Engineering--Study and teaching,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1595&context=iqp-all,"Dehner, Corey | Belz, Melissa",CS,,https://docs.google.com/document/d/13w8Q3DFKCRSka6d1uZWNmlt1xS-KF1hyObAdY9nW9Sk/edit?usp=sharing,"Develop and prototype an engaging educational program, which would allow the Boys & Girls Club of Worcester to effectively and consistently introduce its 10-13 year old members to STEM","Boys & Girls Club of Worcester (BGCW), boys and girls at BGCW","Parental, cultural, religious  influences may dictate not only the interest level of the student regarding STEM, but also children?s ability to foresee themselves in specific STEM careers",STEM ed for the Boys & Girls Club of Worcester,,Education- STEM
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00D001I.pdf,00D001I,Science museum -- creating the morphing image database.,1/1/2000,IQP,Restricted,"The London Science Museum is developing two interactives that combine the latest biomedical research with cutting edge face morphing software. The morphing software requires a database of facial images to execute the morphing process. Our project involved developing a strategy to create this image database. To insure that the database was compatible with the interactives, we developed a prototype of the interactives that simulated lighting, backdrop, and camera position. We then implemented strategies to advertise, recruit volunteers, and build the database. The result was a complete database diverse in age, race, and gender. The database will be fully compatible with the interactives, thus creating realistic impressive morphed images. We analysed our methods and made recommendations for people interested in reproducing our work in the future.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00D001I.pdf,"London, England Project Center - IQP","London, England","Wozniak, Brian Michael| Messina, Carl Edward| McCormick, Darren D.","Ault, Holly K.| Brattin, Joel J.",London Science Museum,3/3/2000,"London, England","London, England",Computer simulation | Electronic data processing,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5124&context=iqp-all,"Ault, Holly K. | Brattin, Joel J.",AN,Gender was just one component of the analysis,https://docs.google.com/document/d/13kTSvhrqhKApryFV0sduQRPls5z9q8DdoTib2FaieRc/edit?usp=sharing,To develop and implement a strategy to create an image database that would be compatible with the morphing interactives,"London Science Museum, museum visitors",Created strong average images that produced impressive morphs during testing,,,
http://www.wpi.edu/Pubs/E-project/Available/E-project-031817-141943/unrestricted/HOG_Cuenca_Final_Draft.pdf,E-project-031817-141943,"Small Business, Big Impact: A Female-Led Microbusiness in Ecuador",3/18/2017,IQP,unrestricted,"This project aided the Hearts of Gold Foundation in laying the groundwork for the establishment of a female led business in Cuenca, Ecuador. Our team held focus groups, conducted interviews, and administered surveys with many business owners in Cuenca as well as additional stakeholders in this project. All interviewees played a vital role in the creation of this business. Based on our interviews and external research we created an asset map of the business stakeholders' skills and resources. From this asset map we identified product options, marketing materials, a funding plan, and the legalization processes necessary for the creation of a business.",http://www.wpi.edu/Pubs/E-project/Available/E-project-031817-141943/unrestricted/HOG_Cuenca_Final_Draft.pdf,"Cuenca, Ecuador Project Center - IQP","Cuenca, Ecuador","Moser, Alexis Katherine| Nguyen, Holly Alexandra| Miceli, Joseph James| Brokaw, Morgan","DiBiasio, David| Elgert, Laureen",Hearts of Gold,3/18/2017,"Cuenca, Ecuador","Cuenca, Ecuador",Women entrepreneurs,http://www.wpi.edu/Pubs/E-project/Available/E-project-031817-141943/unrestricted/HOG_Cuenca_Final_Draft.pdf,"DiBiasio, David| Elgert, Laureen",AN,https://miramecuenca.wordpress.com/,https://docs.google.com/document/d/1JYH2ZgTSEaw_Gw14RzquWjPML8PogNa2yDoTa-syw9Y/edit?usp=sharing,"To aid the Hearts of Gold Foundation in laying the groundwork for the establishment of a female led business in Cuenca, Ecuador","Women in the Azuay province, Hearts of Gold Foundation","Found that jewelry was the optimal choice for a product, 
social enterprise marketing is the best way to market the jewelry to the U.S. and Canada, new business should be established as a compa¤¡a limitada (limited liability company), and the startup cost for the new business would be around $144,400- the best way to source initial capital would be to start a crowdfunding campaign
",,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-121510-132752/unrestricted/Social_Networking_In_FIRST_Robotics_GM_JL_JS.pdf,E-project-121510-132752,Social Networking In FIRST Robotics,12/15/2010,IQP,unrestricted,"FIRST Robotics has goals of encouraging interest in science and technology and increasing social networking skills amongst high school age students. Some of these goals can be unconsciously activated through mindset priming. However, the gender of the participant matters when looking at the behaviors evoked by the activation of an unconscious goal. We conducted a study to measure the effects of mindset priming and gender on social networking and academics in FIRST Robotics.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121510-132752/unrestricted/Social_Networking_In_FIRST_Robotics_GM_JL_JS.pdf,,"Worcester, Massachusetts","McDonald, Grant Cameron| Lay, Jennifer Rose","Skorinko, Jeanine L .",,10-Dec,On-Campus,"Worcester, MA",Engineering--Study and teaching | Women--Social conditions,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1421&context=iqp-all,"Skorinko, Jeanine L.",CS,,https://docs.google.com/document/d/1CKlgomt9i79sVQJuztg9rJys_ya6eyt5Y3VyPr8QIQY/edit?usp=sharing,To look at the effects of social networking within FIRST Robotics,"Girls and boys involved in FIRST robotics, FIRST mentors","Females reported learning less in FIRST than males regardless of their prime; females had significantly lower self-efficacy than males regardless of their prime at the beginning of the season
",,,Education- Stem
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D324I.pdf,99D324I,Social and technological aspects of RU486.,1/1/1999,IQP,Restricted,"Executive summary: Examining the abortion debate from its beginnings to the present, it can be shown that the politics of RU486 abortion is the same as abortion in general. The legalization of RU486 in the United States has been such an extensive process due to contention from pro-life advocates. The reasons people oppose RU486 are the same reasons why they generally oppose abortion. RU486 is a pill that causes a non-surgical abortion, but is not yet legal in the United States. Many women in society who are looking for different abortion methods are uninformed about RU486 or other abortion methods. Using the most popular information medium today, the facts and opinions will be accessible to help inform individuals about different abortion methods and abortion politics. Through the use of interviews, books, magazine articles, and web pages, an educational web page about this pill and other abortion techniques will be created. By conducting interviews with representatives of organizations from two sides of the abortion debate, a more effective and informative representation of the pro-life or pro-choice organizations can be shown. The data collected from these interviews will serve as a support for the background information researched. Using the responses received from the interviews to reinforce the findings of the research, led to a conclusion that there are three major issues evident in this debate. These issues were common in the interview findings and the research. The first issue is the status of the embryo. The second issue is that the debate is not about data, but rather how to assess the data. Finally, the third issue is the role of a person in society. The purpose of this web page is to illustrate the political and technical aspects of RU486 and the abortion debate in an unbiased form, thus providing readers with the necessary information about RU486 and abortion to make educated decisions.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D324I.pdf,,"Worcester, Massachusetts","Schrecke, Gregory Scott| Dominguez, Luigi","Jamison, Wesley V.",,1/1/1999,On-Campus,"Worcester, MA",Women--Health,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D324I.pdf,"Jamison, Wesley V.",AN,,https://docs.google.com/document/d/1rg-jBT7-QocWK2tYl-dkdhMrkjMOpEzzHYIjzQhU52I/edit?usp=sharing,To develop an educational web page with info about RU486 and other abortion techniques (including procedural) and the pros and cons of each technique,Women,"Listed three main issues to the abortion debate: status of the embryo, how to access facts surrounding the issue, and the debate about abortion is actually a debate about the role of a person
",,,Health
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E025I.pdf,06E025I,Social programming at Worcester Polytechnic Institute,1/1/2006,IQP,Restricted,"This project studies the social programming structure at Worcester Polytechnic Institute. The first half of the report uses Myers-Briggs Type Indicator and Cooperative Institute Research Program data to identify the typical student at WPI and discuss how well their social programming needs are met by the WPI Social Committee. The second half of the report focuses on the Budget Allocation Process at WPI and possible ways of improving the process, using Northeastern University as a comparison.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E025I.pdf,,"Worcester, Massachusetts","Lavalley, Albert G.| Lalli, Michael R.","Hakim, Hossein",Student Government Association(SGA) |  Worcester Polytechnic Institute,1/1/2006,On-Campus,"Worcester, MA","Women--Violence against| Education, higher | Community development | Mental health",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06D267I.pdf,"Hakim, Hossein",AN,Gender was just one component of the analysis,https://docs.google.com/document/d/1TvbqfjV2A2w7UYC7px-D06THea6PZ67ZbS0TsC0DKAI/edit?usp=sharing,To improve the understanding of student life at WPI and identify the needs of the students,"WPI, WPI students, Student Government Association (SGA)",Found that a large percentage of students aren't socially confident in themselves,Programming to improve mental and social well-being of WPI students,,Education (at WPI)
